index,qTypeRaw,qType,story,question,char1,char2,perceivers,story_with_perceivers,persp_ctx,cands,answer
1124,second_order_0_tom,second_order_tom,"['Avery entered the pantry', 'Amelia entered the pantry', 'The celery is in the envelope', 'The envelope is in the pantry', 'Amelia exited the pantry', 'Avery moved the celery to the container', 'The container is in the pantry', 'Jack entered the pantry', 'Avery exited the pantry', 'Jack exited the pantry', 'Avery dislikes the persimmon', 'Amelia hates the cucumber', 'Amelia entered the hallway']",Where does Avery think that Amelia searches for the celery?,Avery,Amelia,"[['Avery'], ['Amelia', 'Avery'], ['Avery', 'Amelia'], ['Avery', 'Amelia'], ['Avery', 'Amelia'], ['Avery'], ['Avery'], ['Jack', 'Avery'], ['Avery', 'Jack'], ['Jack'], ['Avery'], ['Amelia'], ['Amelia']]","[{'Avery entered the pantry': ['Avery']}, {'Amelia entered the pantry': ['Amelia', 'Avery']}, {'The celery is in the envelope': ['Avery', 'Amelia']}, {'The envelope is in the pantry': ['Avery', 'Amelia']}, {'Amelia exited the pantry': ['Avery', 'Amelia']}, {'Avery moved the celery to the container': ['Avery']}, {'The container is in the pantry': ['Avery']}, {'Jack entered the pantry': ['Jack', 'Avery']}, {'Avery exited the pantry': ['Avery', 'Jack']}, {'Jack exited the pantry': ['Jack']}, {'Avery dislikes the persimmon': ['Avery']}, {'Amelia hates the cucumber': ['Amelia']}, {'Amelia entered the hallway': ['Amelia']}]",Amelia entered the pantry. The celery is in the envelope. The envelope is in the pantry. Amelia exited the pantry,"['pantry', 'envelope', 'hallway', 'cucumber', 'container', 'persimmon']",envelope
708,second_order_1_no_tom,second_order_no_tom,"['William is in the kitchen', 'Elizabeth entered the kitchen', 'Jack entered the kitchen', 'The pear is in the bathtub', 'The bathtub is in the kitchen', 'William moved the pear to the container', 'The container is in the kitchen', 'Jack exited the kitchen', 'Elizabeth exited the kitchen', 'Jack entered the garage']",Where does Jack think that William searches for the pear?,Jack,William,"[['William'], ['Elizabeth', 'William'], ['Jack', 'William', 'Elizabeth'], ['William', 'Elizabeth', 'Jack'], ['William', 'Elizabeth', 'Jack'], ['William', 'Elizabeth', 'Jack'], ['William', 'Elizabeth', 'Jack'], ['Jack', 'William', 'Elizabeth'], ['Elizabeth', 'William'], ['Jack']]","[{'William is in the kitchen': ['William']}, {'Elizabeth entered the kitchen': ['Elizabeth', 'William']}, {'Jack entered the kitchen': ['Jack', 'William', 'Elizabeth']}, {'The pear is in the bathtub': ['William', 'Elizabeth', 'Jack']}, {'The bathtub is in the kitchen': ['William', 'Elizabeth', 'Jack']}, {'William moved the pear to the container': ['William', 'Elizabeth', 'Jack']}, {'The container is in the kitchen': ['William', 'Elizabeth', 'Jack']}, {'Jack exited the kitchen': ['Jack', 'William', 'Elizabeth']}, {'Elizabeth exited the kitchen': ['Elizabeth', 'William']}, {'Jack entered the garage': ['Jack']}]",Jack entered the kitchen. The pear is in the bathtub. The bathtub is in the kitchen. William moved the pear to the container. The container is in the kitchen. Jack exited the kitchen,"['kitchen', 'bathtub', 'garage', 'container']",container
1001,second_order_0_tom,second_order_tom,"['Logan entered the staircase', 'Olivia entered the staircase', 'The jacket is in the container', 'The container is in the staircase', 'Olivia exited the staircase', 'Logan moved the jacket to the envelope', 'The envelope is in the staircase', 'Logan exited the staircase', 'Olivia entered the staircase', 'Logan dislikes the scarf']",Where does Logan think that Olivia searches for the jacket?,Logan,Olivia,"[['Logan'], ['Olivia', 'Logan'], ['Logan', 'Olivia'], ['Logan', 'Olivia'], ['Olivia', 'Logan'], ['Logan'], ['Logan'], ['Logan'], ['Olivia'], ['Logan']]","[{'Logan entered the staircase': ['Logan']}, {'Olivia entered the staircase': ['Olivia', 'Logan']}, {'The jacket is in the container': ['Logan', 'Olivia']}, {'The container is in the staircase': ['Logan', 'Olivia']}, {'Olivia exited the staircase': ['Olivia', 'Logan']}, {'Logan moved the jacket to the envelope': ['Logan']}, {'The envelope is in the staircase': ['Logan']}, {'Logan exited the staircase': ['Logan']}, {'Olivia entered the staircase': ['Olivia']}, {'Logan dislikes the scarf': ['Logan']}]",Olivia entered the staircase. The jacket is in the container. The container is in the staircase. Olivia exited the staircase,"['staircase', 'envelope', 'container', 'scarf']",container
218,second_order_0_tom,second_order_tom,"['Mason loves the jacket', 'Lucas entered the workshop', 'Aiden entered the workshop', 'The boots is in the suitcase', 'The suitcase is in the workshop', 'Aiden exited the workshop', 'Lucas moved the boots to the bucket', 'The bucket is in the workshop', 'Lucas exited the workshop', 'Aiden entered the porch']",Where does Lucas think that Aiden searches for the boots?,Lucas,Aiden,"[['Mason'], ['Lucas'], ['Aiden', 'Lucas'], ['Lucas', 'Aiden'], ['Lucas', 'Aiden'], ['Aiden', 'Lucas'], ['Lucas'], ['Lucas'], ['Lucas'], ['Aiden']]","[{'Mason loves the jacket': ['Mason']}, {'Lucas entered the workshop': ['Lucas']}, {'Aiden entered the workshop': ['Aiden', 'Lucas']}, {'The boots is in the suitcase': ['Lucas', 'Aiden']}, {'The suitcase is in the workshop': ['Lucas', 'Aiden']}, {'Aiden exited the workshop': ['Aiden', 'Lucas']}, {'Lucas moved the boots to the bucket': ['Lucas']}, {'The bucket is in the workshop': ['Lucas']}, {'Lucas exited the workshop': ['Lucas']}, {'Aiden entered the porch': ['Aiden']}]",Aiden entered the workshop. The boots is in the suitcase. The suitcase is in the workshop. Aiden exited the workshop,"['bucket', 'workshop', 'jacket', 'suitcase', 'porch']",suitcase
946,second_order_0_tom,second_order_tom,"['Aria entered the den', 'Avery entered the den', 'The dress is in the crate', 'The crate is in the den', 'Avery exited the den', 'Aria moved the dress to the treasure chest', 'The treasure chest is in the den', 'Avery likes the raincoat', 'Aria exited the den', 'Avery entered the den', 'Avery likes the t-shirt']",Where does Aria think that Avery searches for the dress?,Aria,Avery,"[['Aria'], ['Avery', 'Aria'], ['Aria', 'Avery'], ['Aria', 'Avery'], ['Avery', 'Aria'], ['Aria'], ['Aria'], ['Avery'], ['Aria'], ['Avery'], ['Avery']]","[{'Aria entered the den': ['Aria']}, {'Avery entered the den': ['Avery', 'Aria']}, {'The dress is in the crate': ['Aria', 'Avery']}, {'The crate is in the den': ['Aria', 'Avery']}, {'Avery exited the den': ['Avery', 'Aria']}, {'Aria moved the dress to the treasure chest': ['Aria']}, {'The treasure chest is in the den': ['Aria']}, {'Avery likes the raincoat': ['Avery']}, {'Aria exited the den': ['Aria']}, {'Avery entered the den': ['Avery']}, {'Avery likes the t-shirt': ['Avery']}]",Avery entered the den. The dress is in the crate. The crate is in the den. Avery exited the den,"['raincoat', 'treasure chest', 'crate', 't-shirt', 'den']",crate
2186,first_order_0_tom,first_order_tom,"['William entered the bathroom', 'Charlotte entered the bathroom', 'Carter entered the bathroom', 'The corn is in the treasure chest', 'The treasure chest is in the bathroom', 'William exited the bathroom', 'Carter moved the corn to the crate', 'The crate is in the bathroom']",Where will William look for the corn?,William,,"[['William'], ['Charlotte', 'William'], ['Carter', 'William', 'Charlotte'], ['William', 'Charlotte', 'Carter'], ['William', 'Charlotte', 'Carter'], ['William', 'Charlotte', 'Carter'], ['Carter', 'Charlotte'], ['Charlotte']]","[{'William entered the bathroom': ['William']}, {'Charlotte entered the bathroom': ['Charlotte', 'William']}, {'Carter entered the bathroom': ['Carter', 'William', 'Charlotte']}, {'The corn is in the treasure chest': ['William', 'Charlotte', 'Carter']}, {'The treasure chest is in the bathroom': ['William', 'Charlotte', 'Carter']}, {'William exited the bathroom': ['William', 'Charlotte', 'Carter']}, {'Carter moved the corn to the crate': ['Carter', 'Charlotte']}, {'The crate is in the bathroom': ['Charlotte']}]",William entered the bathroom. Charlotte entered the bathroom. Carter entered the bathroom. The corn is in the treasure chest. The treasure chest is in the bathroom. William exited the bathroom,"['bathroom', 'treasure chest', 'crate']",treasure chest
577,second_order_1_no_tom,second_order_no_tom,"['Noah entered the dining room', 'Aria entered the dining room', 'The grapefruit is in the cupboard', 'The cupboard is in the dining room', 'Aria moved the grapefruit to the bottle', 'The bottle is in the dining room', 'Noah exited the dining room', 'Aria exited the dining room', 'Noah entered the cellar']",Where does Aria think that Noah searches for the grapefruit?,Aria,Noah,"[['Noah'], ['Aria', 'Noah'], ['Noah', 'Aria'], ['Noah', 'Aria'], ['Aria', 'Noah'], ['Noah', 'Aria'], ['Noah', 'Aria'], ['Aria'], ['Noah']]","[{'Noah entered the dining room': ['Noah']}, {'Aria entered the dining room': ['Aria', 'Noah']}, {'The grapefruit is in the cupboard': ['Noah', 'Aria']}, {'The cupboard is in the dining room': ['Noah', 'Aria']}, {'Aria moved the grapefruit to the bottle': ['Aria', 'Noah']}, {'The bottle is in the dining room': ['Noah', 'Aria']}, {'Noah exited the dining room': ['Noah', 'Aria']}, {'Aria exited the dining room': ['Aria']}, {'Noah entered the cellar': ['Noah']}]",Aria entered the dining room. The grapefruit is in the cupboard. The cupboard is in the dining room. Aria moved the grapefruit to the bottle. The bottle is in the dining room. Noah exited the dining room,"['cellar', 'bottle', 'cupboard', 'dining room']",bottle
65,second_order_0_tom,second_order_tom,"['Emma entered the bedroom', 'Evelyn entered the bedroom', 'The sweatshirt is in the bathtub', 'The bathtub is in the bedroom', 'Lucas dislikes the plum', 'Emma likes the gloves', 'Evelyn exited the bedroom', 'Emma moved the sweatshirt to the crate', 'The crate is in the bedroom']",Where does Emma think that Evelyn searches for the sweatshirt?,Emma,Evelyn,"[['Emma'], ['Evelyn', 'Emma'], ['Emma', 'Evelyn'], ['Emma', 'Evelyn'], ['Lucas'], ['Emma'], ['Evelyn', 'Emma'], ['Emma'], ['Emma']]","[{'Emma entered the bedroom': ['Emma']}, {'Evelyn entered the bedroom': ['Evelyn', 'Emma']}, {'The sweatshirt is in the bathtub': ['Emma', 'Evelyn']}, {'The bathtub is in the bedroom': ['Emma', 'Evelyn']}, {'Lucas dislikes the plum': ['Lucas']}, {'Emma likes the gloves': ['Emma']}, {'Evelyn exited the bedroom': ['Evelyn', 'Emma']}, {'Emma moved the sweatshirt to the crate': ['Emma']}, {'The crate is in the bedroom': ['Emma']}]",Evelyn entered the bedroom. The sweatshirt is in the bathtub. The bathtub is in the bedroom. Evelyn exited the bedroom,"['gloves', 'plum', 'crate', 'bedroom', 'bathtub']",bathtub
2740,first_order_0_tom,first_order_tom,"['Elizabeth entered the porch', 'Ava entered the porch', 'The peach is in the box', 'The box is in the porch', 'Emma entered the bedroom', 'Elizabeth exited the porch', 'Ava moved the peach to the bucket', 'The bucket is in the porch']",Where will Elizabeth look for the peach?,Elizabeth,,"[['Elizabeth'], ['Elizabeth', 'Ava'], ['Elizabeth', 'Ava'], ['Elizabeth', 'Ava'], ['Emma'], ['Elizabeth', 'Ava'], ['Ava'], ['Ava']]","[{'Elizabeth entered the porch': ['Elizabeth']}, {'Ava entered the porch': ['Elizabeth', 'Ava']}, {'The peach is in the box': ['Elizabeth', 'Ava']}, {'The box is in the porch': ['Elizabeth', 'Ava']}, {'Emma entered the bedroom': ['Emma']}, {'Elizabeth exited the porch': ['Elizabeth', 'Ava']}, {'Ava moved the peach to the bucket': ['Ava']}, {'The bucket is in the porch': ['Ava']}]",Elizabeth entered the porch. Ava entered the porch. The peach is in the box. The box is in the porch. Elizabeth exited the porch,"['porch', 'bucket', 'bedroom', 'box']",box
241,first_order_1_no_tom,first_order_no_tom,"['Isla entered the playroom', 'Isla dislikes the lime', 'Abigail entered the playroom', 'The carrot is in the crate', 'The crate is in the playroom', 'Elizabeth entered the crawlspace', 'Isla moved the carrot to the cupboard', 'The cupboard is in the playroom', 'Abigail exited the playroom']",Where will Abigail look for the carrot?,Abigail,,"[['Isla'], ['Isla'], ['Abigail', 'Isla'], ['Isla', 'Abigail'], ['Isla', 'Abigail'], ['Elizabeth'], ['Isla', 'Abigail'], ['Isla', 'Abigail'], ['Abigail', 'Isla']]","[{'Isla entered the playroom': ['Isla']}, {'Isla dislikes the lime': ['Isla']}, {'Abigail entered the playroom': ['Abigail', 'Isla']}, {'The carrot is in the crate': ['Isla', 'Abigail']}, {'The crate is in the playroom': ['Isla', 'Abigail']}, {'Elizabeth entered the crawlspace': ['Elizabeth']}, {'Isla moved the carrot to the cupboard': ['Isla', 'Abigail']}, {'The cupboard is in the playroom': ['Isla', 'Abigail']}, {'Abigail exited the playroom': ['Abigail', 'Isla']}]",Abigail entered the playroom. The carrot is in the crate. The crate is in the playroom. Isla moved the carrot to the cupboard. The cupboard is in the playroom. Abigail exited the playroom,"['lime', 'playroom', 'crate', 'crawlspace', 'cupboard']",cupboard
2335,first_order_1_tom,first_order_tom,"['James entered the master bedroom', 'Benjamin entered the back yard', 'Ethan entered the back yard', 'The sweet potato is in the cupboard', 'The cupboard is in the back yard', 'Ethan exited the back yard', 'Benjamin moved the sweet potato to the box', 'The box is in the back yard']",Where will Ethan look for the sweet potato?,Ethan,,"[['James'], ['Benjamin'], ['Ethan', 'Benjamin'], ['Benjamin', 'Ethan'], ['Benjamin', 'Ethan'], ['Ethan', 'Benjamin'], ['Benjamin'], ['Benjamin']]","[{'James entered the master bedroom': ['James']}, {'Benjamin entered the back yard': ['Benjamin']}, {'Ethan entered the back yard': ['Ethan', 'Benjamin']}, {'The sweet potato is in the cupboard': ['Benjamin', 'Ethan']}, {'The cupboard is in the back yard': ['Benjamin', 'Ethan']}, {'Ethan exited the back yard': ['Ethan', 'Benjamin']}, {'Benjamin moved the sweet potato to the box': ['Benjamin']}, {'The box is in the back yard': ['Benjamin']}]",Ethan entered the back yard. The sweet potato is in the cupboard. The cupboard is in the back yard. Ethan exited the back yard,"['cupboard', 'master bedroom', 'box', 'back yard']",cupboard
341,second_order_0_tom,second_order_tom,"['Alexander entered the dining room', 'Alexander dislikes the pajamas', 'Elizabeth entered the dining room', 'The watermelon is in the container', 'The container is in the dining room', 'Elizabeth exited the dining room', 'Alexander moved the watermelon to the cupboard', 'The cupboard is in the dining room']",Where does Alexander think that Elizabeth searches for the watermelon?,Alexander,Elizabeth,"[['Alexander'], ['Alexander'], ['Elizabeth', 'Alexander'], ['Alexander', 'Elizabeth'], ['Alexander', 'Elizabeth'], ['Elizabeth', 'Alexander'], ['Alexander'], ['Alexander']]","[{'Alexander entered the dining room': ['Alexander']}, {'Alexander dislikes the pajamas': ['Alexander']}, {'Elizabeth entered the dining room': ['Elizabeth', 'Alexander']}, {'The watermelon is in the container': ['Alexander', 'Elizabeth']}, {'The container is in the dining room': ['Alexander', 'Elizabeth']}, {'Elizabeth exited the dining room': ['Elizabeth', 'Alexander']}, {'Alexander moved the watermelon to the cupboard': ['Alexander']}, {'The cupboard is in the dining room': ['Alexander']}]",Elizabeth entered the dining room. The watermelon is in the container. The container is in the dining room. Elizabeth exited the dining room,"['pajamas', 'cupboard', 'container', 'dining room']",container
245,first_order_1_tom,first_order_tom,"['James dislikes the suit', 'James entered the staircase', 'Noah entered the staircase', 'The slacks is in the basket', 'The basket is in the staircase', 'Noah exited the staircase', 'James moved the slacks to the treasure chest', 'The treasure chest is in the staircase']",Where will Noah look for the slacks?,Noah,,"[['James'], ['James'], ['Noah', 'James'], ['James', 'Noah'], ['James', 'Noah'], ['Noah', 'James'], ['James'], ['James']]","[{'James dislikes the suit': ['James']}, {'James entered the staircase': ['James']}, {'Noah entered the staircase': ['Noah', 'James']}, {'The slacks is in the basket': ['James', 'Noah']}, {'The basket is in the staircase': ['James', 'Noah']}, {'Noah exited the staircase': ['Noah', 'James']}, {'James moved the slacks to the treasure chest': ['James']}, {'The treasure chest is in the staircase': ['James']}]",Noah entered the staircase. The slacks is in the basket. The basket is in the staircase. Noah exited the staircase,"['suit', 'treasure chest', 'basket', 'staircase']",basket
794,second_order_1_no_tom,second_order_no_tom,"['Emily entered the sunroom', 'Logan entered the sunroom', 'The beans is in the cupboard', 'The cupboard is in the sunroom', 'Emily moved the beans to the box', 'The box is in the sunroom', 'Ella entered the hall', 'Logan exited the sunroom', 'Ella exited the hall', 'Emily exited the sunroom', 'Logan entered the hall']",Where does Logan think that Emily searches for the beans?,Logan,Emily,"[['Emily'], ['Logan', 'Emily'], ['Emily', 'Logan'], ['Emily', 'Logan'], ['Emily', 'Logan'], ['Emily', 'Logan'], ['Ella'], ['Logan', 'Emily'], ['Ella'], ['Emily'], ['Logan']]","[{'Emily entered the sunroom': ['Emily']}, {'Logan entered the sunroom': ['Logan', 'Emily']}, {'The beans is in the cupboard': ['Emily', 'Logan']}, {'The cupboard is in the sunroom': ['Emily', 'Logan']}, {'Emily moved the beans to the box': ['Emily', 'Logan']}, {'The box is in the sunroom': ['Emily', 'Logan']}, {'Ella entered the hall': ['Ella']}, {'Logan exited the sunroom': ['Logan', 'Emily']}, {'Ella exited the hall': ['Ella']}, {'Emily exited the sunroom': ['Emily']}, {'Logan entered the hall': ['Logan']}]",Logan entered the sunroom. The beans is in the cupboard. The cupboard is in the sunroom. Emily moved the beans to the box. The box is in the sunroom. Logan exited the sunroom,"['sunroom', 'cupboard', 'box', 'hall']",box
