,index,question,question_type,set_id
9745,9745,"What does Reagan believe about which qualities Cali thinks were instilled in Reagan by her hands-on, hard-working parents?
(a) Reagan believes that Cali thinks the qualities of importance of customer relationships and communication skills were instilled in Reagan by her hands-on, hard-working parents.
(b) Reagan believes that Cali thinks her parents instilled in her a strong work ethic, the importance of passion in whatever she chooses to do, as well as tenacity and resilience.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,196-0-0
9746,9746,List all the characters who know the precise correct answer to this question.,tom:answerability:list,196-0-0
9747,9747,Does Reagan know the precise correct answer to this question?,tom:answerability:binary,196-0-0
9748,9748,Does Carla know the precise correct answer to this question?,tom:answerability:binary,196-0-0
9749,9749,Does Cali know the precise correct answer to this question?,tom:answerability:binary,196-0-0
9750,9750,List all the characters who know this information.,tom:info_accessibility:list,196-0-0
9751,9751,Does Reagan know this information?,tom:info_accessibility:binary,196-0-0
9752,9752,Does Carla know this information?,tom:info_accessibility:binary,196-0-0
9753,9753,Does Cali know this information?,tom:info_accessibility:binary,196-0-0
9754,9754,How did Carla's upbringing with career-oriented parents influence her ability to manage responsibilities and time in her adulthood?,fact,196-0-1
9755,9755,What does Cali believe about how Carla's upbringing with career-oriented parents influenced her ability to manage responsibilities and time in her adulthood?,tom:belief:inaccessible,196-0-1
9756,9756,"What does Cali believe about how Carla's upbringing with career-oriented parents influenced her ability to manage responsibilities and time in her adulthood?
(a) Cali does not know or is unaware about how Carla's upbringing with career-oriented parents influenced her ability to manage responsibilities and time in her adulthood.
(b) Cali believes that Carla's upbringing with career-oriented parents ingrained independence in her from a young age. Subsequently, the need to balance schoolwork with other duties acted as a precursor to her ability to manage responsibilities and time effectively in her adulthood.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,196-0-1
9757,9757,What does Reagan believe about Cali's belief regarding the influence of Carla's upbringing with career-oriented parents on her ability to manage responsibilities and time in her adulthood?,tom:belief:inaccessible,196-0-1
9758,9758,"What does Reagan believe about Cali's belief regarding the influence of Carla's upbringing with career-oriented parents on her ability to manage responsibilities and time in her adulthood?
(a) Reagan believes that Cali thinks Carla's upbringing with career-oriented parents, which taught her independence and the need to balance schoolwork with other responsibilities from a young age, positively influenced her ability to manage responsibilities and time in her adulthood.
(b) Reagan is unaware of Cali's belief regarding the influence of Carla's upbringing with career-oriented parents on her ability to manage responsibilities and time in her adulthood.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,196-0-1
9759,9759,How does Carla believe that Cali views the influence of Carla's upbringing with career-oriented parents on her adult ability to manage responsibilities and time?,tom:belief:inaccessible,196-0-1
9760,9760,"How does Carla believe that Cali views the influence of Carla's upbringing with career-oriented parents on her adult ability to manage responsibilities and time?
(a) Cali believes that Carla's upbringing with career-oriented parents significantly influenced her adult ability to handle responsibilities and manage time effectively. She thinks that the early independence Carla gained due to this upbringing helped her in learning to balance schoolwork with other responsibilities, thereby honing her time management skills.
(b) Cali does not know or is unaware about how Carla believes that Cali views the influence of Carla's upbringing with career-oriented parents on her adult ability to manage responsibilities and time as she was not involved in the conversation when this was discussed.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,196-0-1
9761,9761,List all the characters who know the precise correct answer to this question.,tom:answerability:list,196-0-1
9762,9762,Does Reagan know the precise correct answer to this question?,tom:answerability:binary,196-0-1
9763,9763,Does Carla know the precise correct answer to this question?,tom:answerability:binary,196-0-1
9764,9764,Does Cali know the precise correct answer to this question?,tom:answerability:binary,196-0-1
9765,9765,List all the characters who know this information.,tom:info_accessibility:list,196-0-1
9766,9766,Does Reagan know this information?,tom:info_accessibility:binary,196-0-1
9767,9767,Does Carla know this information?,tom:info_accessibility:binary,196-0-1
9768,9768,Does Cali know this information?,tom:info_accessibility:binary,196-0-1
9769,9769,What were the experiences in Reagan's and Carla's childhood that shaped them into the adults they are today?,fact,196-0-2
9770,9770,What does Cali believe were the experiences in Reagan's and Carla's childhood that shaped them into the adults they are today?,tom:belief:accessible,196-0-2
9771,9771,"What does Cali believe were the experiences in Reagan's and Carla's childhood that shaped them into the adults they are today?
(a) Cali does not know or is unaware about the experiences in Reagan's and Carla's childhood that shaped them into the adults they are today. This is due to the fact that Cali was not involved in the conversation when this topic was discussed.
(b) Cali believes that Reagan's experience of growing up in a family of grocery store owners taught her the importance of customer relationships and communication, thus shaping her into an adult who excels in public relations. Carla, in Cali's view, was shaped into an IT professional due to the influence of her parents.

Choose an answer from above:",tom:belief:accessible:multiple-choice,196-0-2
9772,9772,List all the characters who know the precise correct answer to this question.,tom:answerability:list,196-0-2
9773,9773,Does Reagan know the precise correct answer to this question?,tom:answerability:binary,196-0-2
9774,9774,Does Carla know the precise correct answer to this question?,tom:answerability:binary,196-0-2
9775,9775,Does Cali know the precise correct answer to this question?,tom:answerability:binary,196-0-2
